name,p_female,p_male,weight,culture,source
gabriel,0.1029,0.8971,1.45,european_other,firstname-db+faimr-seed
gabriela,1.0,0.0,1.0,european_other,firstname-db
gabriele,0.5,0.5,0.8333,european_other,firstname-db
gabriella,1.0,0.0,1.0,european_other,firstname-db
gabrielle,1.0,0.0,1.0,european_other,firstname-db
gabriellina,1.0,0.0,1.0,european_other,firstname-db
gabriello,0.0,1.0,1.0,european_other,firstname-db
gabrieluta,1.0,0.0,1.0,european_other,firstname-db
gabrielė,1.0,0.0,1.0,european_other,firstname-db
gabrijel,0.0,1.0,1.0,slavic,firstname-db
gabrijela,1.0,0.0,1.0,slavic,firstname-db
gabrièle,1.0,0.0,1.0,european_other,firstname-db
gabriëlle,1.0,0.0,1.0,european_other,firstname-db
gabríel,0.0,1.0,1.0,european_other,firstname-db
gaby,0.8971,0.1029,0.85,european_other,firstname-db
gad,0.0,1.0,1.0,arab,firstname-db
gada,1.0,0.0,1.0,arab,firstname-db
gadalia,0.0,1.0,1.0,arab,firstname-db
gadi,0.0,1.0,1.0,arab,firstname-db
gady,0.0,1.0,1.0,arab,firstname-db
gael,0.0,1.0,1.0,european_other,firstname-db
gaenor,1.0,0.0,1.0,western,firstname-db
gaetan,0.0,1.0,1.0,european_other,firstname-db
gaetana,1.0,0.0,1.0,european_other,firstname-db
gaetanina,1.0,0.0,1.0,european_other,firstname-db
gaetanino,0.0,1.0,1.0,european_other,firstname-db
gaetano,0.0,1.0,1.0,european_other,firstname-db
gafia,1.0,0.0,1.0,european_other,firstname-db
gafina,1.0,0.0,1.0,european_other,firstname-db
gafita,1.0,0.0,1.0,european_other,firstname-db
gafur,0.0,1.0,1.0,slavic,firstname-db
gage,0.0,1.0,1.0,western,firstname-db
gagik,0.0,1.0,1.0,arab,firstname-db
gahraman,0.0,1.0,1.0,arab,firstname-db
gai,0.5,0.5,0.5,east_asian,firstname-db
gaia,1.0,0.0,1.0,european_other,firstname-db
gaida,1.0,0.0,1.0,european_other,firstname-db
gaidis,0.0,1.0,1.0,european_other,firstname-db
gail,0.75,0.25,0.7,western,firstname-db
gailing,0.5,0.5,0.5,east_asian,firstname-db
gaini,1.0,0.0,1.0,arab,firstname-db
gaio,0.0,1.0,1.0,european_other,firstname-db
gaiping,0.5,0.5,0.5,east_asian,firstname-db
gair,0.0,1.0,1.0,western,firstname-db
gaisa,1.0,0.0,1.0,european_other,firstname-db
gait,0.0,1.0,1.0,european_other,firstname-db
gaitske,1.0,0.0,1.0,european_other,firstname-db
gaizka,0.0,1.0,1.0,european_other,firstname-db
gajana,1.0,0.0,1.0,slavic,firstname-db
gak,0.5,0.5,0.5,east_asian,firstname-db
gal,0.0,1.0,1.0,arab,firstname-db
gala,1.0,0.0,1.0,arab,firstname-db
galatea,1.0,0.0,1.0,european_other,firstname-db
galatée,1.0,0.0,1.0,european_other,firstname-db
galdina,1.0,0.0,1.0,european_other,firstname-db
galdino,0.0,1.0,1.0,european_other,firstname-db
gale,0.75,0.25,0.7,western,firstname-db
galeazzo,0.0,1.0,1.0,european_other,firstname-db
galen,0.25,0.75,0.7,western,firstname-db
gali,1.0,0.0,1.0,arab,firstname-db
galia,1.0,0.0,1.0,slavic,firstname-db
galiano,0.0,1.0,1.0,european_other,firstname-db
galib,0.0,1.0,1.0,arab,firstname-db
galija,1.0,0.0,1.0,arab,firstname-db
galilea,1.0,0.0,1.0,western,firstname-db
galileo,0.0,1.0,1.0,european_other,firstname-db
galileu,0.0,1.0,1.0,european_other,firstname-db
galin,0.0,1.0,1.0,european_other,firstname-db
galina,1.0,0.0,1.0,european_other,firstname-db
galini,1.0,0.0,1.0,european_other,firstname-db
galinka,1.0,0.0,1.0,slavic,firstname-db
galip,0.0,1.0,1.0,arab,firstname-db
galit,1.0,0.0,1.0,arab,firstname-db
galiya,1.0,0.0,1.0,slavic,firstname-db
galja,1.0,0.0,1.0,slavic,firstname-db
galliana,1.0,0.0,1.0,european_other,firstname-db
galliano,0.0,1.0,1.0,european_other,firstname-db
gallo,0.0,1.0,1.0,european_other,firstname-db
gallus,0.0,1.0,1.0,european_other,firstname-db
galo,0.0,1.0,1.0,european_other,firstname-db
galt,0.0,1.0,1.0,european_other,firstname-db
galust,0.0,1.0,1.0,arab,firstname-db
galvano,0.0,1.0,1.0,european_other,firstname-db
galvin,0.0,1.0,1.0,western,firstname-db
galya,1.0,0.0,1.0,slavic,firstname-db
galym,0.0,1.0,1.0,arab,firstname-db
galymzhan,0.0,1.0,1.0,arab,firstname-db
galyna,1.0,0.0,1.0,slavic,firstname-db
gamal,0.0,1.0,1.0,arab,firstname-db
gamlet,0.0,1.0,1.0,arab,firstname-db
gamliel,0.0,1.0,1.0,arab,firstname-db
gamze,1.0,0.0,1.0,arab,firstname-db
gan,0.5,0.5,0.5,east_asian,firstname-db
gana,1.0,0.0,1.0,arab,firstname-db
ganaël,0.25,0.75,0.7,european_other,firstname-db
ganaëlle,1.0,0.0,1.0,european_other,firstname-db
gancho,0.0,1.0,1.0,european_other,firstname-db
gandert,0.0,1.0,1.0,european_other,firstname-db
gandolfa,1.0,0.0,1.0,european_other,firstname-db
gandolfo,0.0,1.0,1.0,european_other,firstname-db
ganesalingam,0.0,1.0,1.0,south_asian,firstname-db
ganesh,0.0,1.0,1.6,south_asian,firstname-db+faimr-seed
ganeshan,0.0,1.0,1.0,south_asian,firstname-db
gang,0.5,0.5,0.5,east_asian,firstname-db
ganga,1.0,0.0,1.0,south_asian,firstname-db
ganghua,0.5,0.5,0.5,east_asian,firstname-db
gangming,0.5,0.5,0.5,east_asian,firstname-db
gangolf,0.0,1.0,1.0,european_other,firstname-db
gangyi,0.5,0.5,0.5,east_asian,firstname-db
gani,0.0,1.0,1.0,slavic,firstname-db
ganimet,0.5,0.5,1.0,arab,firstname-db
ganimeta,1.0,0.0,1.0,slavic,firstname-db
ganimete,1.0,0.0,1.0,slavic,firstname-db
ganit,1.0,0.0,1.0,arab,firstname-db
ganka,1.0,0.0,1.0,slavic,firstname-db
ganlin,0.5,0.5,0.5,east_asian,firstname-db
ganna,1.0,0.0,1.0,arab,firstname-db
ganrong,0.5,0.5,0.5,east_asian,firstname-db
gao,0.5,0.5,0.5,east_asian,firstname-db
gaochao,0.5,0.5,0.5,east_asian,firstname-db
gaofeng,0.5,0.5,0.5,east_asian,firstname-db
gaohong,0.5,0.5,0.5,east_asian,firstname-db
gaohua,0.5,0.5,0.5,east_asian,firstname-db
gaolin,0.5,0.5,0.5,east_asian,firstname-db
gaoping,0.5,0.5,0.5,east_asian,firstname-db
gaosheng,0.5,0.5,0.5,east_asian,firstname-db
gaoyong,0.5,0.5,0.5,east_asian,firstname-db
gaqo,0.0,1.0,1.0,slavic,firstname-db
gar,0.0,1.0,1.0,western,firstname-db
garabet,0.0,1.0,1.0,european_other,firstname-db
garaitz,1.0,0.0,1.0,european_other,firstname-db
garan,1.0,0.0,1.0,western,firstname-db
garance,1.0,0.0,1.0,european_other,firstname-db
garbis,0.0,1.0,1.0,european_other,firstname-db
garbiñe,1.0,0.0,1.0,european_other,firstname-db
garbrand,0.0,1.0,1.0,european_other,firstname-db
gard,0.0,1.0,1.0,european_other,firstname-db
garda,1.0,0.0,1.0,european_other,firstname-db
garegin,0.0,1.0,1.0,arab,firstname-db
gareth,0.0,1.0,1.0,western,firstname-db
garett,0.0,1.0,1.0,western,firstname-db
garfield,0.0,1.0,1.0,western,firstname-db
gari,0.1029,0.8971,0.85,arab,firstname-db
garibaldo,0.0,1.0,1.0,european_other,firstname-db
garik,0.0,1.0,1.0,arab,firstname-db
garikoitz,0.0,1.0,1.0,european_other,firstname-db
garima,1.0,0.0,1.0,south_asian,firstname-db
garip,0.0,1.0,1.0,slavic,firstname-db
garland,0.0,1.0,1.0,western,firstname-db
garlef,0.0,1.0,1.0,european_other,firstname-db
garlich,0.0,1.0,1.0,european_other,firstname-db
garmen,1.0,0.0,1.0,european_other,firstname-db
garmer,0.0,1.0,1.0,european_other,firstname-db
garnet,0.8333,0.1667,0.75,western,firstname-db
garnett,0.25,0.75,0.7,western,firstname-db
garnette,1.0,0.0,1.0,western,firstname-db
garnik,0.0,1.0,1.0,arab,firstname-db
garoafa,1.0,0.0,1.0,european_other,firstname-db
garofina,1.0,0.0,1.0,european_other,firstname-db
garofiţa,1.0,0.0,1.0,european_other,firstname-db
garold,0.0,1.0,1.0,western,firstname-db
garoufalia,1.0,0.0,1.0,european_other,firstname-db
garrelda,1.0,0.0,1.0,european_other,firstname-db
garrelt,0.0,1.0,1.0,european_other,firstname-db
garret,0.0,1.0,1.0,western,firstname-db
garreth,0.0,1.0,1.0,western,firstname-db
garrett,0.0,1.0,1.0,western,firstname-db
garri,0.0,1.0,1.0,arab,firstname-db
garrick,0.0,1.0,1.0,western,firstname-db
garrie,0.0,1.0,1.0,western,firstname-db
garrison,0.0,1.0,1.0,western,firstname-db
garry,0.0,1.0,1.0,western,firstname-db
garth,0.0,1.0,1.0,western,firstname-db
garvie,0.0,1.0,1.0,western,firstname-db
garvin,0.0,1.0,1.0,western,firstname-db
gary,0.0,1.0,1.6,western,firstname-db+faimr-seed
garyfalia,1.0,0.0,1.0,european_other,firstname-db
garyfallia,1.0,0.0,1.0,european_other,firstname-db
garym,0.0,1.0,1.0,western,firstname-db
garðar,0.0,1.0,1.0,european_other,firstname-db
gasan,0.0,1.0,1.0,arab,firstname-db
gashi,0.0,1.0,1.0,slavic,firstname-db
gashije,1.0,0.0,1.0,slavic,firstname-db
gaspar,0.0,1.0,1.0,european_other,firstname-db
gaspara,1.0,0.0,1.0,european_other,firstname-db
gasparas,0.0,1.0,1.0,european_other,firstname-db
gaspard,0.0,1.0,1.0,european_other,firstname-db
gaspare,0.0,1.0,1.0,european_other,firstname-db
gasper,0.0,1.0,1.0,slavic,firstname-db
gaston,0.0,1.0,1.0,european_other,firstname-db
gastone,0.0,1.0,1.0,european_other,firstname-db
gastonne,1.0,0.0,1.0,european_other,firstname-db
gastão,0.0,1.0,1.0,european_other,firstname-db
gatien,0.0,1.0,1.0,european_other,firstname-db
gatienne,1.0,0.0,1.0,european_other,firstname-db
gatis,0.0,1.0,1.0,european_other,firstname-db
gatze,0.0,1.0,1.0,european_other,firstname-db
gaudencia,1.0,0.0,1.0,european_other,firstname-db
gaudencio,0.0,1.0,1.0,european_other,firstname-db
gaudentas,0.0,1.0,1.0,european_other,firstname-db
gaudenz,0.0,1.0,1.0,european_other,firstname-db
gaudenzia,1.0,0.0,1.0,european_other,firstname-db
gaudenzio,0.0,1.0,1.0,european_other,firstname-db
gauja,1.0,0.0,1.0,european_other,firstname-db
gaukhar,1.0,0.0,1.0,arab,firstname-db
gaukur,0.0,1.0,1.0,european_other,firstname-db
gaultier,0.0,1.0,1.0,european_other,firstname-db
gaurangi,1.0,0.0,1.0,south_asian,firstname-db
gaurav,0.0,1.0,0.6,other,faimr-seed
gauri,1.0,0.0,1.0,south_asian,firstname-db
gautam,0.0,1.0,1.0,south_asian,firstname-db
gaute,0.0,1.0,1.0,european_other,firstname-db
gauthier,0.0,1.0,1.0,european_other,firstname-db
gauti,0.0,1.0,1.0,european_other,firstname-db
gautier,0.0,1.0,1.0,european_other,firstname-db
gautur,0.0,1.0,1.0,european_other,firstname-db
gauvain,0.0,1.0,1.0,european_other,firstname-db
gauvin,0.0,1.0,1.0,western,firstname-db
gavan,0.0,1.0,1.0,western,firstname-db
gaven,0.0,1.0,1.0,western,firstname-db
gavin,0.0,1.0,1.0,western,firstname-db
gavina,1.0,0.0,1.0,western,firstname-db
gavino,0.0,1.0,1.0,european_other,firstname-db
gavrail,0.0,1.0,1.0,european_other,firstname-db
gavriel,0.0,1.0,1.0,arab,firstname-db
gavril,0.0,1.0,1.0,european_other,firstname-db
gavrili,1.0,0.0,1.0,european_other,firstname-db
gavrilă,1.0,0.0,1.0,european_other,firstname-db
gavro,0.0,1.0,1.0,slavic,firstname-db
gavrosh,0.0,1.0,1.0,slavic,firstname-db
gavyn,0.0,1.0,1.0,western,firstname-db
gawain,0.0,1.0,1.0,western,firstname-db
gay,1.0,0.0,1.0,western,firstname-db
gayana,1.0,0.0,1.0,slavic,firstname-db
gayane,1.0,0.0,1.0,arab,firstname-db
gayatri,1.0,0.0,1.0,south_asian,firstname-db
gaye,1.0,0.0,1.0,western,firstname-db
gayla,1.0,0.0,1.0,western,firstname-db
gayland,0.0,1.0,1.0,western,firstname-db
gayle,0.75,0.25,0.7,western,firstname-db
gaylen,0.75,0.25,0.7,western,firstname-db
gaylene,1.0,0.0,1.0,western,firstname-db
gaylon,0.0,1.0,1.0,western,firstname-db
gaylord,0.0,1.0,1.0,western,firstname-db
gayna,1.0,0.0,1.0,western,firstname-db
gaynell,1.0,0.0,1.0,western,firstname-db
gaynor,0.75,0.25,0.7,western,firstname-db
gazanfer,0.0,1.0,1.0,arab,firstname-db
gazi,0.0,1.0,1.0,arab,firstname-db
gazim,0.0,1.0,1.0,slavic,firstname-db
gaziz,0.0,1.0,1.0,arab,firstname-db
gazmend,0.0,1.0,1.0,slavic,firstname-db
gazmir,0.0,1.0,1.0,slavic,firstname-db
gazmira,1.0,0.0,1.0,slavic,firstname-db
gazmor,0.0,1.0,1.0,slavic,firstname-db
gazsi,0.0,1.0,1.0,european_other,firstname-db
gaétane,1.0,0.0,1.0,european_other,firstname-db
gaétanne,1.0,0.0,1.0,european_other,firstname-db
gaël,0.25,0.75,0.7,european_other,firstname-db
gaëla,1.0,0.0,1.0,european_other,firstname-db
gaële,1.0,0.0,1.0,european_other,firstname-db
gaëlla,1.0,0.0,1.0,european_other,firstname-db
gaëlle,1.0,0.0,1.0,european_other,firstname-db
gaëtan,0.0,1.0,1.0,european_other,firstname-db
gaļina,1.0,0.0,1.0,european_other,firstname-db
gašpar,0.0,1.0,1.0,european_other,firstname-db
gašper,0.0,1.0,1.0,slavic,firstname-db
ge,0.3542,0.6458,0.6,european_other,firstname-db
gea,1.0,0.0,1.0,european_other,firstname-db
geani,0.0,1.0,1.0,european_other,firstname-db
geanina,1.0,0.0,1.0,european_other,firstname-db
geanino,0.0,1.0,1.0,european_other,firstname-db
gearld,0.0,1.0,1.0,western,firstname-db
gearldine,1.0,0.0,1.0,western,firstname-db
geart,0.0,1.0,1.0,european_other,firstname-db
geartsje,1.0,0.0,1.0,european_other,firstname-db
geary,0.0,1.0,1.0,western,firstname-db
gearóid,0.0,1.0,1.0,western,firstname-db
gebbine,1.0,0.0,1.0,european_other,firstname-db
gebhard,0.0,1.0,1.0,european_other,firstname-db
gebhardt,0.0,1.0,1.0,european_other,firstname-db
gebhart,0.0,1.0,1.0,european_other,firstname-db
gebke,0.75,0.25,0.7,european_other,firstname-db
gebkea,1.0,0.0,1.0,european_other,firstname-db
gedalia,0.0,1.0,1.0,arab,firstname-db
gedaliahu,0.0,1.0,1.0,arab,firstname-db
gedalyah,0.0,1.0,1.0,arab,firstname-db
gedas,0.0,1.0,1.0,european_other,firstname-db
gedeone,0.0,1.0,1.0,european_other,firstname-db
gederts,0.0,1.0,1.0,european_other,firstname-db
gediminas,0.0,1.0,1.0,european_other,firstname-db
gedvydas,0.0,1.0,1.0,european_other,firstname-db
gee,0.5,0.5,0.5,east_asian,firstname-db
geek,0.5,0.5,0.5,european_other,firstname-db
geeke,0.75,0.25,0.7,european_other,firstname-db
geelke,0.75,0.25,0.7,european_other,firstname-db
geelt,0.0,1.0,1.0,european_other,firstname-db
geena,1.0,0.0,1.0,western,firstname-db
geerd,0.0,1.0,1.0,european_other,firstname-db
geerda,1.0,0.0,1.0,european_other,firstname-db
geerlien,1.0,0.0,1.0,european_other,firstname-db
geert,0.0,1.0,1.0,european_other,firstname-db
geerte,1.0,0.0,1.0,european_other,firstname-db
geerten,0.0,1.0,1.0,european_other,firstname-db
geertje,1.0,0.0,1.0,european_other,firstname-db
geertjen,1.0,0.0,1.0,european_other,firstname-db
geertruida,1.0,0.0,1.0,european_other,firstname-db
geertruidie,1.0,0.0,1.0,european_other,firstname-db
gees,1.0,0.0,1.0,european_other,firstname-db
geesa,1.0,0.0,1.0,european_other,firstname-db
geesche,1.0,0.0,1.0,european_other,firstname-db
geesje,1.0,0.0,1.0,european_other,firstname-db
geeske,1.0,0.0,1.0,european_other,firstname-db
geeta,1.0,0.0,1.6,south_asian,firstname-db+faimr-seed
geetha,1.0,0.0,1.0,south_asian,firstname-db
gefei,0.5,0.5,0.5,east_asian,firstname-db
gefeng,0.5,0.5,0.5,east_asian,firstname-db
gefion,1.0,0.0,1.0,european_other,firstname-db
gegam,0.0,1.0,1.0,arab,firstname-db
gegham,0.25,0.75,0.7,arab,firstname-db
gehde,0.0,1.0,1.0,european_other,firstname-db
gehua,0.5,0.5,0.5,east_asian,firstname-db
geidi,1.0,0.0,1.0,european_other,firstname-db
geike,0.5,0.5,0.5,european_other,firstname-db
geikeline,1.0,0.0,1.0,european_other,firstname-db
geiko,0.0,1.0,1.0,european_other,firstname-db
geir,0.0,1.0,1.0,european_other,firstname-db
geirlaug,1.0,0.0,1.0,european_other,firstname-db
geirlaugur,0.0,1.0,1.0,european_other,firstname-db
geirmund,0.0,1.0,1.0,european_other,firstname-db
geirmundur,0.0,1.0,1.0,european_other,firstname-db
geirþrúður,1.0,0.0,1.0,european_other,firstname-db
geja,1.0,0.0,1.0,european_other,firstname-db
gejza,0.0,1.0,1.0,european_other,firstname-db
geke,0.75,0.25,0.7,european_other,firstname-db
gela,0.5,0.5,1.0,european_other,firstname-db
gelareh,1.0,0.0,1.0,arab,firstname-db
gelasio,0.0,1.0,1.0,european_other,firstname-db
gelbert,0.0,1.0,1.0,european_other,firstname-db
geli,0.5,0.5,0.5,east_asian,firstname-db
gelin,0.5,0.5,0.5,east_asian,firstname-db
gelinda,1.0,0.0,1.0,european_other,firstname-db
gelindo,0.0,1.0,1.0,european_other,firstname-db
geline,1.0,0.0,1.0,european_other,firstname-db
geling,0.5,0.5,0.5,east_asian,firstname-db
gellért,0.0,1.0,1.0,european_other,firstname-db
gelminas,0.0,1.0,1.0,european_other,firstname-db
gelsomina,1.0,0.0,1.0,european_other,firstname-db
gelsomino,0.0,1.0,1.0,european_other,firstname-db
gelt,0.0,1.0,1.0,european_other,firstname-db
geltrude,1.0,0.0,1.0,european_other,firstname-db
gelu,0.0,1.0,1.0,european_other,firstname-db
gema,1.0,0.0,1.0,european_other,firstname-db
geming,0.5,0.5,0.5,east_asian,firstname-db
geminiano,0.0,1.0,1.0,european_other,firstname-db
gemma,1.0,0.0,1.0,european_other,firstname-db
gemutė,1.0,0.0,1.0,european_other,firstname-db
gen,0.1667,0.8333,0.75,east_asian,firstname-db
gena,0.5,0.5,1.0,european_other,firstname-db
genadi,0.0,1.0,1.0,arab,firstname-db
genadij,0.0,1.0,1.0,european_other,firstname-db
genadijus,0.0,1.0,1.0,european_other,firstname-db
genara,1.0,0.0,1.0,european_other,firstname-db
genaro,0.0,1.0,1.0,european_other,firstname-db
genbao,0.5,0.5,0.5,east_asian,firstname-db
genc,0.0,1.0,1.0,slavic,firstname-db
gencay,0.0,1.0,1.0,arab,firstname-db
gencer,0.0,1.0,1.0,arab,firstname-db
gencheng,0.5,0.5,0.5,east_asian,firstname-db
gencho,0.0,1.0,1.0,european_other,firstname-db
genci,0.0,1.0,1.0,slavic,firstname-db
gendrutis,0.0,1.0,1.0,european_other,firstname-db
gene,0.1029,0.8971,0.85,western,firstname-db
genel,0.0,1.0,1.0,european_other,firstname-db
genelyn,1.0,0.0,1.0,western,firstname-db
general,0.0,1.0,1.0,slavic,firstname-db
generosa,1.0,0.0,1.0,european_other,firstname-db
generoso,0.0,1.0,1.0,european_other,firstname-db
genesia,1.0,0.0,1.0,european_other,firstname-db
genesio,0.0,1.0,1.0,european_other,firstname-db
genesis,1.0,0.0,1.0,western,firstname-db
geneva,1.0,0.0,1.0,western,firstname-db
genevieve,1.0,0.0,1.0,western,firstname-db
geneviève,1.0,0.0,1.0,european_other,firstname-db
genfu,0.5,0.5,0.5,east_asian,firstname-db
geng,0.5,0.5,0.5,east_asian,firstname-db
gengfu,0.5,0.5,0.5,east_asian,firstname-db
genghui,0.5,0.5,0.5,east_asian,firstname-db
gengqing,0.5,0.5,0.5,east_asian,firstname-db
gengshan,0.5,0.5,0.5,east_asian,firstname-db
gengsheng,0.5,0.5,0.5,east_asian,firstname-db
gengxiang,0.5,0.5,0.5,east_asian,firstname-db
gengxin,0.5,0.5,0.5,east_asian,firstname-db
genia,1.0,0.0,1.0,european_other,firstname-db
genica,1.0,0.0,1.0,european_other,firstname-db
genioara,1.0,0.0,1.0,european_other,firstname-db
geniu,0.0,1.0,1.0,european_other,firstname-db
genka,1.0,0.0,1.0,european_other,firstname-db
genki,0.0,1.0,1.0,east_asian,firstname-db
genlin,0.5,0.5,0.5,east_asian,firstname-db
genna,1.0,0.0,1.0,western,firstname-db
gennadi,0.0,1.0,1.0,slavic,firstname-db
gennadij,0.0,1.0,1.0,slavic,firstname-db
gennadijs,0.0,1.0,1.0,european_other,firstname-db
gennadios,0.0,1.0,1.0,european_other,firstname-db
gennadiy,0.0,1.0,1.0,slavic,firstname-db
gennady,0.0,1.0,1.0,arab,firstname-db
gennara,1.0,0.0,1.0,european_other,firstname-db
gennarina,1.0,0.0,1.0,european_other,firstname-db
gennarino,0.0,1.0,1.0,european_other,firstname-db
gennaro,0.0,1.0,1.0,european_other,firstname-db
genny,1.0,0.0,1.0,european_other,firstname-db
geno,0.0,1.0,1.0,western,firstname-db
genovaitė,1.0,0.0,1.0,european_other,firstname-db
genovefa,1.0,0.0,1.0,european_other,firstname-db
genoveffa,1.0,0.0,1.0,european_other,firstname-db
genoveva,1.0,0.0,1.0,european_other,firstname-db
genovia,1.0,0.0,1.0,european_other,firstname-db
genovica,1.0,0.0,1.0,european_other,firstname-db
genovéva,1.0,0.0,1.0,european_other,firstname-db
genowefa,1.0,0.0,1.0,european_other,firstname-db
genrikh,0.0,1.0,1.0,arab,firstname-db
gensheng,0.5,0.5,0.5,east_asian,firstname-db
gent,0.0,1.0,1.0,slavic,firstname-db
genta,1.0,0.0,1.0,slavic,firstname-db
gentas,0.0,1.0,1.0,european_other,firstname-db
genti,0.0,1.0,1.0,slavic,firstname-db
gentia,1.0,0.0,1.0,slavic,firstname-db
gentian,0.0,1.0,1.0,slavic,firstname-db
gentiana,1.0,0.0,1.0,slavic,firstname-db
gentiane,1.0,0.0,1.0,european_other,firstname-db
gentile,0.0,1.0,1.0,european_other,firstname-db
gentjan,0.0,1.0,1.0,slavic,firstname-db
gentjana,1.0,0.0,1.0,slavic,firstname-db
gentrit,0.0,1.0,1.0,slavic,firstname-db
gentzane,1.0,0.0,1.0,european_other,firstname-db
genut,0.0,1.0,1.0,european_other,firstname-db
genuta,1.0,0.0,1.0,european_other,firstname-db
genutė,1.0,0.0,1.0,european_other,firstname-db
genxi,0.5,0.5,0.5,east_asian,firstname-db
genyan,0.5,0.5,0.5,east_asian,firstname-db
genyi,0.5,0.5,0.5,east_asian,firstname-db
gençay,0.0,1.0,1.0,arab,firstname-db
genādijs,0.0,1.0,1.0,european_other,firstname-db
genė,1.0,0.0,1.0,european_other,firstname-db
geo,0.0,1.0,1.0,european_other,firstname-db
geoff,0.0,1.0,1.0,western,firstname-db
geoffrey,0.0,1.0,1.0,european_other,firstname-db
geoffroy,0.0,1.0,1.0,european_other,firstname-db
geordie,0.0,1.0,1.0,western,firstname-db
georg,0.0,1.0,1.0,european_other,firstname-db
georga,1.0,0.0,1.0,european_other,firstname-db
george,0.1932,0.8068,1.3333,european_other,firstname-db+faimr-seed
georgeann,1.0,0.0,1.0,western,firstname-db
georgel,0.0,1.0,1.0,european_other,firstname-db
georgene,1.0,0.0,1.0,western,firstname-db
georges,0.0,1.0,1.0,european_other,firstname-db
georgeta,1.0,0.0,1.0,slavic,firstname-db
georgete,1.0,0.0,1.0,european_other,firstname-db
georgetta,1.0,0.0,1.0,western,firstname-db
georgette,1.0,0.0,1.0,european_other,firstname-db
georgi,0.0,1.0,1.0,slavic,firstname-db
georgia,1.0,0.0,1.0,western,firstname-db
georgian,0.0,1.0,1.0,european_other,firstname-db
georgiana,1.0,0.0,1.0,european_other,firstname-db
georgianna,1.0,0.0,1.0,western,firstname-db
georgica,1.0,0.0,1.0,european_other,firstname-db
georgie,0.8333,0.1667,0.75,western,firstname-db
georgii,0.0,1.0,1.0,slavic,firstname-db
georgij,0.0,1.0,1.0,slavic,firstname-db
georgijs,0.0,1.0,1.0,european_other,firstname-db
georgijus,0.0,1.0,1.0,european_other,firstname-db
georgina,1.0,0.0,1.0,european_other,firstname-db
georgine,1.0,0.0,1.0,european_other,firstname-db
georgios,0.0,1.0,1.0,european_other,firstname-db
georgiy,0.0,1.0,1.0,slavic,firstname-db
georgs,0.0,1.0,1.0,european_other,firstname-db
georgy,0.0,1.0,1.0,slavic,firstname-db
georgína,1.0,0.0,1.0,european_other,firstname-db
geping,0.5,0.5,0.5,east_asian,firstname-db
geppie,1.0,0.0,1.0,european_other,firstname-db
ger,0.5,0.5,0.5,western,firstname-db
gera,0.0,1.0,1.0,slavic,firstname-db
geraint,0.0,1.0,1.0,western,firstname-db
gerald,0.0,1.0,1.0,european_other,firstname-db
geralda,1.0,0.0,1.0,european_other,firstname-db
geraldina,1.0,0.0,1.0,european_other,firstname-db
geraldine,1.0,0.0,1.0,western,firstname-db
geraldo,0.0,1.0,1.0,european_other,firstname-db
gerallt,0.0,1.0,1.0,western,firstname-db
geralyn,1.0,0.0,1.0,western,firstname-db
gerard,0.0,1.0,1.0,european_other,firstname-db
gerarda,1.0,0.0,1.0,european_other,firstname-db
gerardas,0.0,1.0,1.0,european_other,firstname-db
gerardette,1.0,0.0,1.0,western,firstname-db
gerardina,1.0,0.0,1.0,european_other,firstname-db
gerardine,1.0,0.0,1.0,european_other,firstname-db
gerardino,0.0,1.0,1.0,european_other,firstname-db
gerardo,0.0,1.0,1.0,european_other,firstname-db
gerardus,0.0,1.0,1.0,european_other,firstname-db
gerasimos,0.0,1.0,1.0,european_other,firstname-db
gerasimoula,1.0,0.0,1.0,european_other,firstname-db
gerassimos,0.0,1.0,1.0,european_other,firstname-db
geraud,0.0,1.0,1.0,european_other,firstname-db
gerben,0.0,1.0,1.0,european_other,firstname-db
gerbert,0.0,1.0,1.0,european_other,firstname-db
gerbin,0.0,1.0,1.0,european_other,firstname-db
gerbina,1.0,0.0,1.0,european_other,firstname-db
gerborg,1.0,0.0,1.0,european_other,firstname-db
gerbrand,0.0,1.0,1.0,european_other,firstname-db
gerbrich,1.0,0.0,1.0,european_other,firstname-db
gerbrig,0.5,0.5,0.5,european_other,firstname-db
gerburg,1.0,0.0,1.0,european_other,firstname-db
gercas,0.0,1.0,1.0,european_other,firstname-db
gercho,0.0,1.0,1.0,european_other,firstname-db
gerco,0.0,1.0,1.0,european_other,firstname-db
gerd,0.5648,0.4352,0.9,european_other,firstname-db
gerda,1.0,0.0,1.0,european_other,firstname-db
gerdas,0.0,1.0,1.0,european_other,firstname-db
gerdemie,1.0,0.0,1.0,european_other,firstname-db
gerdfried,0.0,1.0,1.0,european_other,firstname-db
gerdhild,1.0,0.0,1.0,european_other,firstname-db
gerdhilde,1.0,0.0,1.0,european_other,firstname-db
gerdi,0.8971,0.1029,0.85,european_other,firstname-db
gerdie,0.75,0.25,0.7,european_other,firstname-db
gerdien,1.0,0.0,1.0,european_other,firstname-db
gerdina,1.0,0.0,1.0,european_other,firstname-db
gerdine,1.0,0.0,1.0,european_other,firstname-db
gerdineke,1.0,0.0,1.0,european_other,firstname-db
gerdje,1.0,0.0,1.0,european_other,firstname-db
gerdt,0.0,1.0,1.0,european_other,firstname-db
gerdy,0.0,1.0,1.0,european_other,firstname-db
